samplename_index_lane readgroup_id readgroup_platform path_to_R1_fastq_file path_to_R2_fastq_file
ND011_3_L004 ND011.L004.3 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1015/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1015_S151_L004_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1015/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1015_S151_L004_R2_001.fastq.gz
ND021_1_L004 ND021.L004.1 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1016/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1016_S152_L004_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1016/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1016_S152_L004_R2_001.fastq.gz
ND021_2_L004 ND021.L004.2 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1017/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1017_S153_L004_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1017/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1017_S153_L004_R2_001.fastq.gz
ND021_3_L004 ND021.L004.3 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1018/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1018_S154_L004_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1018/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1018_S154_L004_R2_001.fastq.gz
ND022_1_L004 ND022.L004.1 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1019/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1019_S155_L004_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1019/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1019_S155_L004_R2_001.fastq.gz
ND022_2_L004 ND022.L004.2 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1020/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1020_S156_L004_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1020/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1020_S156_L004_R2_001.fastq.gz
ND022_3_L004 ND022.L004.3 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1021/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1021_S157_L004_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1021/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1021_S157_L004_R2_001.fastq.gz
ND023_1_L004 ND023.L004.1 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1022/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1022_S158_L004_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1022/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1022_S158_L004_R2_001.fastq.gz
ND023_2_L004 ND023.L004.2 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1023/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1023_S159_L004_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1023/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1023_S159_L004_R2_001.fastq.gz
ND023_3_L004 ND023.L004.3 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1024/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1024_S160_L004_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1024/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1024_S160_L004_R2_001.fastq.gz
ND024_1_L004 ND024.L004.1 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1025/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1025_S161_L004_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1025/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1025_S161_L004_R2_001.fastq.gz
ND024_2_L004 ND024.L004.2 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1026/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1026_S162_L004_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1026/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1026_S162_L004_R2_001.fastq.gz
ND024_3_L004 ND024.L004.3 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1027/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1027_S163_L004_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1027/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1027_S163_L004_R2_001.fastq.gz
ND026_1_L004 ND026.L004.1 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1028/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1028_S164_L004_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1028/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1028_S164_L004_R2_001.fastq.gz
ND026_2_L004 ND026.L004.2 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1029/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1029_S165_L004_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1029/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1029_S165_L004_R2_001.fastq.gz
ND026_3_L004 ND026.L004.3 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1030/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1030_S166_L004_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1030/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1030_S166_L004_R2_001.fastq.gz
ND028_1_L004 ND028.L004.1 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1031/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1031_S167_L004_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1031/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1031_S167_L004_R2_001.fastq.gz
ND028_2_L004 ND028.L004.2 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1032/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1032_S168_L004_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1032/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1032_S168_L004_R2_001.fastq.gz
ND028_3_L004 ND028.L004.3 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1033/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1033_S169_L004_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1033/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1033_S169_L004_R2_001.fastq.gz
ND029_1_L004 ND029.L004.1 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1034/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1034_S170_L004_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1034/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1034_S170_L004_R2_001.fastq.gz
ND029_2_L004 ND029.L004.2 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1035/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1035_S171_L004_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1035/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1035_S171_L004_R2_001.fastq.gz
ND029_3_L004 ND029.L004.3 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1036/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1036_S172_L004_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1036/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1036_S172_L004_R2_001.fastq.gz
ND030_1_L004 ND030.L004.1 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1037/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1037_S173_L004_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1037/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1037_S173_L004_R2_001.fastq.gz
ND030_2_L004 ND030.L004.2 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1038/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1038_S174_L004_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1038/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1038_S174_L004_R2_001.fastq.gz
ND030_3_L004 ND030.L004.3 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1039/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1039_S175_L004_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1039/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1039_S175_L004_R2_001.fastq.gz
ND031_1_L004 ND031.L004.1 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1040/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1040_S176_L004_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1040/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1040_S176_L004_R2_001.fastq.gz
ND031_2_L004 ND031.L004.2 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1041/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1041_S177_L004_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1041/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1041_S177_L004_R2_001.fastq.gz
ND031_3_L004 ND031.L004.3 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1042/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1042_S178_L004_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1042/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1042_S178_L004_R2_001.fastq.gz
ND032_1_L004 ND032.L004.1 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1043/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1043_S179_L004_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1043/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1043_S179_L004_R2_001.fastq.gz
ND032_2_L004 ND032.L004.2 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1044/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1044_S180_L004_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1044/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1044_S180_L004_R2_001.fastq.gz
ND032_3_L004 ND032.L004.3 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1045/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1045_S181_L004_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1045/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1045_S181_L004_R2_001.fastq.gz
ND034_1_L004 ND034.L004.1 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1046/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1046_S182_L004_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1046/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1046_S182_L004_R2_001.fastq.gz
ND034_2_L004 ND034.L004.2 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1047/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1047_S183_L004_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1047/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1047_S183_L004_R2_001.fastq.gz
ND034_3_L004 ND034.L004.3 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1048/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1048_S184_L004_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1048/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1048_S184_L004_R2_001.fastq.gz
ND036_1_L004 ND036.L004.1 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1049/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1049_S185_L004_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1049/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1049_S185_L004_R2_001.fastq.gz
ND036_2_L004 ND036.L004.2 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1050/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1050_S186_L004_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1050/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1050_S186_L004_R2_001.fastq.gz
ND036_3_L004 ND036.L004.3 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1051/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1051_S187_L004_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1051/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1051_S187_L004_R2_001.fastq.gz
ND038_1_L004 ND038.L004.1 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1052/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1052_S188_L004_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1052/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1052_S188_L004_R2_001.fastq.gz
ND038_2_L004 ND038.L004.2 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1053/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1053_S189_L004_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1053/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1053_S189_L004_R2_001.fastq.gz
ND038_3_L004 ND038.L004.3 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1054/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1054_S190_L004_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1054/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1054_S190_L004_R2_001.fastq.gz
ND039_1_L004 ND039.L004.1 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1055/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1055_S191_L004_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1055/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1055_S191_L004_R2_001.fastq.gz
ND039_2_L004 ND039.L004.2 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1056/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1056_S192_L004_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1056/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1056_S192_L004_R2_001.fastq.gz
ND039_3_L004 ND039.L004.3 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1057/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1057_S193_L004_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1057/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1057_S193_L004_R2_001.fastq.gz
ND040_1_L004 ND040.L004.1 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1058/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1058_S194_L004_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_1/P21365/P21365_1058/02-FASTQ/210611_A00621_0419_BH5FKLDSX2/P21365_1058_S194_L004_R2_001.fastq.gz
